CommentID,Comment,CommentTime,UserID,UserName
4301310184562704,1分钟砍2分换算成30分钟能砍60分，火箭又捡到宝了[笑而不语],Wed Oct 31 22:22:05 +0800 2018,5634947432,Craig磊
4301307362350572,回复@花花小萏:说Tm西强东弱的就是找借口，西部上赛季除了勇士火箭其他的还算不上强，东部不比西部弱！,Wed Oct 31 22:10:52 +0800 2018,6401646161,悟净呀easy
4301290085164313,火箭这赛季咋了,Wed Oct 31 21:02:13 +0800 2018,5882074682,Luffy-芒果
4301281646006402,回复@睡觉喜欢流口水:扎心了老铁。是人是鬼都在秀。只有湖人火箭雷霆在挨揍,Wed Oct 31 20:28:41 +0800 2018,6237857924,该吃吃该喝喝959
4301281155959484,回复@已讀不回的戀人fafa:解说说他长得不是腿，是俩火箭筒，轻轻一跳就飞起来了,Wed Oct 31 20:26:43 +0800 2018,5555076951,akawjp
4301278195073071,火箭咯噔没来就这么连败吗？我很喜欢湖人甚至不惜一切代价充体育会员来看比赛，满满的期待到最后还是看不到湖人的胜利[怒][怒]感觉他们每次比赛都打的好费劲，明天能不能赢一场阿弥陀佛。,Wed Oct 31 20:14:58 +0800 2018,6073591745,过往云烟的样子
4301277783597664,以为火箭送走的不是阿里扎和巴莫特，是魂,Wed Oct 31 20:13:20 +0800 2018,3190285830,大Jeep嗨起来
4301264554785634,回复@像风一样xin:上赛季瓜哥很少背锅吧，这赛季一去火箭被喷成什么样了,Wed Oct 31 19:20:46 +0800 2018,5449876520,雷霆年年首轮游
4301263682201537,上周期意味着这场火箭已经放弃了,Wed Oct 31 19:17:18 +0800 2018,6060753286,卡哇伊大胡子
4301263111656505,所以火箭不敢裁周琦,Wed Oct 31 19:15:01 +0800 2018,1718083214,HaHafly_Wang
4301261212289760,回复@落水的花鸿鹄:拢共打了几场球.火箭是没进季后赛还是怎么了？,Wed Oct 31 19:07:29 +0800 2018,2717872057,SuperNelk
4301261052680461,不怕不怕，还有火箭，雷霆陪着呢。,Wed Oct 31 19:06:51 +0800 2018,5483422815,睡觉喜欢流口水
4301260176084649,西部可能也就太陽比他倆更加暗淡 上賽季的季後賽落選者裡 國王快艇灰熊看起來戰力不錯 掘金更是意氣風發 森林狼雷霆火箭賬面上還是強的 等他們幾個恢復過來 湖人和牛仔更加不好辦,Wed Oct 31 19:03:22 +0800 2018,1995127224,老灌
4301252114755536,回复@休斯顿火箭:活的像个高仿,Wed Oct 31 18:31:20 +0800 2018,5621239156,戎装丶
4301248909292813,回复@IS刘少:你是说绿军还是火箭！目前来看，也就绿军能硬刚一下！,Wed Oct 31 18:18:36 +0800 2018,6075379117,初春芽儿
4301243352760737,讲真 也就中国有这么多火蜜 在美国根本没人关心火箭 连主场都坐不满 靠碰瓷讨生活的当家球星哈登球衣销量连前7都进不了 然而中国的火蜜还是喷湖人勇士雷霆 挨个喷遍 也是6,Wed Oct 31 17:56:31 +0800 2018,2005488141,Holiday0_0
4301243113462409,火箭本赛季十佳球第一位,Wed Oct 31 17:55:33 +0800 2018,1843720667,桔梗Dearest
4301240260862037,回复@soso给人用了:太阳给了阿里扎1500w一年的合同，火箭能付得起阿里扎哪怕一年一千万吗？卡佩拉都降了多少薪水了？,Wed Oct 31 17:44:14 +0800 2018,3968710766,紫桫椤
4301237295477155,回复@紫桫椤:没事兄弟，只要火箭输，安东尼场场50分都没事,Wed Oct 31 17:32:27 +0800 2018,2744028457,yxlcode
4301236490138260,回复@叶湘伦jay:打再烂，火箭出现这种状况的原因，安东尼顶多算排在第七第八个问题，把锅丢给他，太缺德,Wed Oct 31 17:29:15 +0800 2018,3968710766,紫桫椤
4301236113434388,回复@叶湘伦jay:拿着240你到底要讲几遍？240在现在的NBA完全是零头。拿24你满意了吧？我就这么说吧，火箭拿安东尼完全属于空手套白狼，火箭这么想要安东尼那火箭肯定自己也清楚火箭要的就是他的单打能力和投射能力，而怎么应对安东尼防守漏洞和效率大幅降低影响球队化学反应的问题，安东尼只是拿底薪打球，就算安东尼,Wed Oct 31 17:27:45 +0800 2018,3968710766,紫桫椤
4301234637276671,回复@叶湘伦jay:好，把安东尼这240万美金去掉，火箭为了留保罗有能力能给阿里扎1000万？,Wed Oct 31 17:21:52 +0800 2018,3968710766,紫桫椤
4301234124683724,回复@叶湘伦jay:太阳给阿里扎一年一千五百万，火箭给卡佩拉才多少？,Wed Oct 31 17:19:51 +0800 2018,3968710766,紫桫椤
4301232933987904,回复@叶湘伦jay:更早之前尼克斯要和火箭商讨安东尼的交易，尼克斯要求火箭得出戈登或者阿里扎，火箭拒绝了，火箭会不想要阿里扎？说太多没用，等登哥复出吧，目前的情况下只有登哥能救火箭了,Wed Oct 31 17:15:07 +0800 2018,3968710766,紫桫椤
4301232640516281,是人是鬼都在秀，只有火箭在挨揍，火箭终于飞上天，和太阳肩并肩了,Wed Oct 31 17:13:57 +0800 2018,6452644482,取个好名字更能让你的朋友记住你
4301232333640937,说实话火箭不用非得交易巴特勒，贝兹莫尔就可以啊   好用啊,Wed Oct 31 17:12:44 +0800 2018,6303942934,Dongwxu
4301231112939754,回复@紫桫椤:谈论最终是什么导致了火箭变这样？是防守？那上赛季有保罗那不是打的贼鸡儿好看，这赛季没了阿里扎巴莫特，换成安东尼为啥打不动了？说白了，这赛季防守不好，那防守不好了，这锅给谁？,Wed Oct 31 17:07:53 +0800 2018,2744028457,yxlcode
4301230346508426,回复@叶湘伦jay:行定点投射能力也有，人家拿的就是底薪价格？真正拿高工资的球队主力打不好，怪一个拿底薪的老将？人家本来就不是要来拯救火箭的，火箭如何，哈登戈登保罗这些工资最高的，责任最大。而这次哈登大伤才让我知道，哈登的领导能力有多强，保罗如今（看清楚是如今）的领导能力有多弱,Wed Oct 31 17:04:49 +0800 2018,3968710766,紫桫椤
4301229868237506,俩字，牛逼[二哈][二哈][二哈][二哈]带领火箭走向胜利,Wed Oct 31 17:02:56 +0800 2018,5309042659,铁道以东我最帅
4301229611797326,回复@叶湘伦jay:出来得分的时候？他在哪里？拿4000万基本锁死了火箭的空间也锁死了火箭的未来，交易又没人要因为这合同本身是毒药了，更可怕的是保罗接下来35、36了状态进一步下滑是必然的，而他拿的合同工资还不是递减的，这是最可怕的。安东尼说实话，他的能力不能当首发了，但是拿了个老将底薪还有一定但能力实在不,Wed Oct 31 17:01:55 +0800 2018,3968710766,紫桫椤
4301227522972349,回复@紫桫椤:你是真眼瞎还是假眼瞎，作为昔日巨星12中2还有道理了，打铁不是一两年，雷霆的时候，打铁巨无霸，自己去查查他最近几年在的球队里面他的防守效率咋样？尼克斯 雷霆 火箭，你可以说他工资低少做事，这是借口吗？同样阿里扎巴莫特上赛季就这么厉害，不要维护安东尼了好吗？你眼瞎还不要别人说话了？,Wed Oct 31 16:53:36 +0800 2018,2744028457,yxlcode
4301225971183896,火箭升空与太阳比肩，加油,Wed Oct 31 16:47:26 +0800 2018,1981500290,没有不败的花对吗
4301224339107827,这他娘的，谁能想到火箭现在能倒数第一[二哈][允悲][允悲][doge],Wed Oct 31 16:40:58 +0800 2018,6029603477,脆西23
4301223627218045,回复@okcthunderup:正常操作。之前在火箭打勇士一直碰库里的脚踝。,Wed Oct 31 16:38:08 +0800 2018,5669589665,ZihowLaw
4301214986653579,官博，给火箭球迷留点面呗，糟蹋了一天了，哥们，手下留情。,Wed Oct 31 16:03:48 +0800 2018,2946346191,琴声哭泣
4301213303964277,火箭这是没吃饱还是没睡醒？,Wed Oct 31 15:57:07 +0800 2018,3259466494,什么鸡蛋羔我是三十六把刀
4301212701089885,火箭主场这上座率？,Wed Oct 31 15:54:42 +0800 2018,2639965984,我的女朋友叫数学
4301212498909388,今年的火箭 该不会连季后赛都悬吧,Wed Oct 31 15:53:55 +0800 2018,1976002784,-Every-Day
4301211006021416,我看今年谁还敢说  火箭总冠军,Wed Oct 31 15:47:59 +0800 2018,3962263541,冬影斜
4301210724931106,火箭是要主教练下课的节奏吗？,Wed Oct 31 15:46:52 +0800 2018,5518299580,小河禾
4301210221117904,火箭赶紧换帅，凭什么不给大魔王首发,Wed Oct 31 15:44:52 +0800 2018,1898475251,池Zz
4301208719559132,火箭要改变打发了，试试双塔怎么样,Wed Oct 31 15:38:53 +0800 2018,2391808614,阿发家的孟加拉
4301208649252015,回复@牛哞旸咩:保罗合同签的最不值，按说保罗的合同毒丸效应应该在2年后，火箭也不至于打的这么莫名其妙。,Wed Oct 31 15:38:37 +0800 2018,3189369772,虫子先生A
4301207067449946,回复@見習KissV:哈哈哈我壮着胆子买我大马刺会员还行才输两场比我预期打的好太多了[允悲]火箭🚀 球员天赋很高但是都不自律，都是夜店小王子,Wed Oct 31 15:32:20 +0800 2018,1165412710,宋杰_SJ
4301204488703076,火箭这样烂下去也挺好 周琦更有机会上场了,Wed Oct 31 15:22:04 +0800 2018,1843392967,一介奋斗书生
4301202378636336,火箭开局真惨啊,Wed Oct 31 15:13:41 +0800 2018,1874426077,titan0951
4301202054993712,火箭只要上了周琦，比赛就稳了。[doge][doge][doge],Wed Oct 31 15:12:25 +0800 2018,2135856337,_Fuckin_Perfect_
4301201849791718,惊！大魔王关键的暴扣也未能阻止火箭连败！,Wed Oct 31 15:11:36 +0800 2018,6581036295,我的摄影世界
4301201316988845,火箭变成鱼腩的味道，差啊,Wed Oct 31 15:09:29 +0800 2018,2124936455,Jackie帅不帅的过斌少
4301201031399270,火箭是本赛季最大笑话,Wed Oct 31 15:08:21 +0800 2018,1881157447,破金之旅
4301200474088535,赶紧把咯噔交易了，心都不在火箭了,Wed Oct 31 15:06:07 +0800 2018,1937381043,Johnny枝骏
4301199673389495,不签安东尼，留下阿里扎，战绩应该是5-1，看到火箭输就开心,Wed Oct 31 15:02:56 +0800 2018,2744028457,yxlcode
4301199136648215,火箭难求一胜[doge][doge][doge],Wed Oct 31 15:00:48 +0800 2018,1408988732,鸟升鱼潭
4301198762885326,火箭赢几场了？,Wed Oct 31 14:59:20 +0800 2018,2010932435,L应小闲I
4301198553344205,应该上周琦了，火箭的教练是不是有问题，内线都没人了还不上，一轮游今年,Wed Oct 31 14:58:30 +0800 2018,6019234174,尽职的艾文
4301196934718660,德安东尼这老比登，死活不上大魔王。起码能扛扛炸药包。真是火箭没人瞧得起他。。,Wed Oct 31 14:52:04 +0800 2018,5894843465,柏君倾昕
4301196388546012,[吃瓜]给周琦机会吧，周琦的防守是火箭需要的,Wed Oct 31 14:49:54 +0800 2018,2798327811,极北北
4301196388546012,[吃瓜]给周琦机会吧，周琦的防守是火箭需要的,Wed Oct 31 14:49:54 +0800 2018,2798327811,极北北
4301196166955848,周琦，火箭登场了几次，之前也看到过格林传球给周琦。,Wed Oct 31 14:49:01 +0800 2018,5199727418,奔波呼好
4301194472391897,宇智波火箭队,Wed Oct 31 14:42:17 +0800 2018,2482701760,守家冠军
4301194408865397,火箭队要出问题,Wed Oct 31 14:42:02 +0800 2018,2060182073,化繁为简便是极致
4301193536219747,回复@南京周巴黎站体验官伏天煜:火箭今年无法突围的话以后就更难了,Wed Oct 31 14:38:33 +0800 2018,5135061076,月下追雀
4301193226496870,火箭已经到了病入膏肓了[允悲],Wed Oct 31 14:37:20 +0800 2018,2345320441,Hau-Shao
4301193003743793,火箭从上季联盟第一变成现在其他球队人见人爱的软柿子。,Wed Oct 31 14:36:27 +0800 2018,2035886290,田院长的围脖
4301192525812433,看了这几场火箭的比赛，我的感觉跟解说一样。。emmmmmmmm[doge][doge][doge],Wed Oct 31 14:34:33 +0800 2018,3188775834,叫我Mister栀子瑶
4301190600245098,火箭6号ABC安排上了,Wed Oct 31 14:26:54 +0800 2018,5718817328,一只赫儿
4301189489071552,回复@奋逗钟:火箭买安东尼是为了弥补内线命中率的短板……,Wed Oct 31 14:22:29 +0800 2018,5154931787,黄少峰·Tony
4301188725265328,火箭怎么了 加油啊,Wed Oct 31 14:19:27 +0800 2018,2182945660,我不告诉你我叫春男
4301188419589526,回复@老实敦厚的Mmy:就是钱的问题 保罗四千万一续续四年 完全锁死了火箭的薪金空间 不说签下大牌球星 就连阿里扎这样的优质角色球员火箭也给不出一千多万一年的合同 把所有引援空间都锁死了,Wed Oct 31 14:18:13 +0800 2018,1888986100,Chi-Hongs
4301185294460332,周琦关键两分难救主 火箭路在何方？,Wed Oct 31 14:05:48 +0800 2018,3986881778,Willgo
4301182098578894,火箭队有叫防守得这名队员么[摊手],Wed Oct 31 13:53:07 +0800 2018,3784477661,玫瑰的紅Zy
4301179762287024,上赛季上周琦 基本是火箭大胜  这个赛季上周琦是[二哈][二哈][二哈][二哈],Wed Oct 31 13:43:50 +0800 2018,1817325042,青春年华Xu
4301176818240960,@休斯顿火箭  进来挨打！,Wed Oct 31 13:32:08 +0800 2018,1999700273,我运球像杜兰特
4301176122215477,替补席只有周琦的竞争对手哈疼在鼓掌，感觉火箭都输麻痹了。,Wed Oct 31 13:29:22 +0800 2018,2009972567,萬禾呈
4301174801119688,火箭是怎么了？？？[挖鼻],Wed Oct 31 13:24:07 +0800 2018,5842622195,内蒙吴姓青年
4301173756472497,一打开微博 火箭又是一场输球,Wed Oct 31 13:19:58 +0800 2018,1688991130,狮子星座9567
4301171294137597,进攻万花筒，火箭扎心不,Wed Oct 31 13:10:10 +0800 2018,2836170664,示补儿羊
4301171122977436,火箭还是得努力找回状态啊,Wed Oct 31 13:09:30 +0800 2018,5665361290,花开半夏月下听
4301170779090068,火箭输了，魔王没输,Wed Oct 31 13:08:08 +0800 2018,3172609221,依依爸爸131207
4301170006978629,火箭🚀 真的是令人失望,Wed Oct 31 13:05:03 +0800 2018,6354212530,秦嬅愈罐头
4301169641306197,火箭低迷难挡周琦一飞冲天,Wed Oct 31 13:03:38 +0800 2018,1752049345,我是王满
4301169033647986,唉╯﹏╰心累火箭加油(ง •̀_•́)ง,Wed Oct 31 13:01:12 +0800 2018,5633580087,力量2025
4301168836997125,寒冬尚未来临，火箭就积极响应党中央的号召，到处送温暖，有人领情吗？,Wed Oct 31 13:00:24 +0800 2018,2158182845,天地人20131201
4301168064414682,火箭这个赛季要完蛋吗？已经失去信心了都[泪][泪],Wed Oct 31 12:57:21 +0800 2018,5264112076,Lucky宝贝129
4301167544979671,火箭湖人啊,Wed Oct 31 12:55:16 +0800 2018,5872007050,李凯龙要努力啊
4301166726634804,不偏不倚，火箭这种情况还是考虑一下变阵，说不定会带来惊喜呢，总好过在外线投不进。,Wed Oct 31 12:52:02 +0800 2018,1681360197,yz相关人士
4301166491256130,送给火箭一首歌曲:想飞上天，和太阳肩并肩，世界等着我去改变---《我相信》,Wed Oct 31 12:51:07 +0800 2018,3017475611,curryzoe
4301166328046539,回复@凶得很的杰哥哥:一分钟砍两分，换算成30分钟就是60分！火箭捡到宝了！！,Wed Oct 31 12:50:27 +0800 2018,not contain this var,not contain this var
4301164864161895,周琦上场的比赛，火箭胜率高达多少？？[二哈][二哈][二哈],Wed Oct 31 12:44:38 +0800 2018,2034206717,RealTilmanFertitta
4301163656235556,火箭打架后就gg了[doge],Wed Oct 31 12:39:50 +0800 2018,2130520930,拉面xk
4301162356274729,火箭头不好使了啊,Wed Oct 31 12:34:40 +0800 2018,5441234017,薄荷宵
4301162180124827,火箭为啥要安东尼呢？？ 真是醉了,Wed Oct 31 12:33:58 +0800 2018,5121512943,奋逗钟
4301160489363465,火箭的赛程问题，前六场根本没有弱队，都是西部前八水平的队。再加上灯泡各种原因分别缺阵，轮转阵容不同程度伤病。本来就是一套新阵容需要磨合。当西部的球队都开始打东部的时候，这样的火箭还在打西部强队，这样的结果可想而知。相信随着伤病队员陆续回归，阵容逐渐磨合，战绩会有一个明显的提升。,Wed Oct 31 12:27:16 +0800 2018,3064773777,小贱贱0910
4301160120910930,火箭对家，稳得一批。[二哈] http://t.cn/Ew2o0kl,Wed Oct 31 12:25:47 +0800 2018,6006874856,话球说彩
4301158422257395,火箭倒数第一课,Wed Oct 31 12:19:01 +0800 2018,6610200815,夜听风雨012
4301158392861780,火箭怎么了,Wed Oct 31 12:18:55 +0800 2018,5538336423,筱畅--Lyf
4301158040076392,回复@南京周巴黎站体验官伏天煜:一年4000万，把火箭的后路都断了,Wed Oct 31 12:17:30 +0800 2018,5494938056,B1nbin
4301157989684678,火箭凉凉，唯有周琦有希望,Wed Oct 31 12:17:19 +0800 2018,6103235872,XV武器
4301157113994782,回复@好雨空人心:不知道森林狼拒绝了火箭报价了吗,Wed Oct 31 12:13:49 +0800 2018,3749557213,六六5050
4301155393472226,难道火箭看上巴雷特，Zion了吗？,Wed Oct 31 12:07:00 +0800 2018,5202633088,赫芏竑
4301152180670525,回复@璐66要幸福168:我觉得火箭会越来越好,Wed Oct 31 11:54:14 +0800 2018,5181499363,国民素质参差不齐
4301152071238472,东奇才，西火箭，可以的,Wed Oct 31 11:53:49 +0800 2018,3956329206,Arvinxu_
4301152067272304,回复@南京周巴黎站体验官伏天煜:今年才是保罗4年1.6亿合同的第一年[允悲]再往后保罗肯定是退步越来越大，火箭危险了啊,Wed Oct 31 11:53:46 +0800 2018,5110540148,Nickbunny
4301151099344486,火箭最大短板德·安东尼,Wed Oct 31 11:49:56 +0800 2018,1653326834,陈浩浩俊
4301149844615744,回复@西斯张Tyronn:出什么头？学湖人火箭吗？,Wed Oct 31 11:44:57 +0800 2018,3098853197,诗人桑德湿
4301149689848389,火箭啊火箭，真希望你能一飞冲天,Wed Oct 31 11:44:20 +0800 2018,5995714360,善自嘲而不嘲人J
4301149546953806,【奇才又又又又输了】真是绝望，在之前的推荐中谈到过奇才的问题。他们过度将全权交给了沃尔和比尔，角色球员的发挥空间太少了。现在奇才的进攻问题不仅仅是霍华德不在，他们新赛季引进的小里弗斯投篮能力差，稳定一些的波普又没球权。与火箭携手并进，谁赢谁是狗[摊手],Wed Oct 31 11:43:46 +0800 2018,3091023743,阅读全文并背诵
4301149182206343,火箭是怎么了？看着阵容还不错，延续上赛季应该可以呀[允悲],Wed Oct 31 11:42:19 +0800 2018,2705826355,L_N舞步
4301148909379176,回复@分不清黑白_:火箭凉了这个赛季，就算没凉，今年NBA也已经大结局了。,Wed Oct 31 11:41:14 +0800 2018,5594762807,璐66要幸福168
4301147226789044,回复@巴莫幽谷:总决赛火箭凯尔特人,Wed Oct 31 11:34:34 +0800 2018,5181499363,国民素质参差不齐
4301146853612442,火箭真的是，都输得球还不让周琦练练,Wed Oct 31 11:33:05 +0800 2018,6092468068,杨了心
4301146669604724,西部哥哥都在秀，只有火箭在挨揍。,Wed Oct 31 11:32:20 +0800 2018,5871537730,何须执手问年华_97442
4301146007243811,上赛季早重用周琦火箭就夺冠了，辣鸡德安东尼,Wed Oct 31 11:29:42 +0800 2018,1972798270,云中泪de翅膀
4301144224819827,当初说火箭只有一个登哥是戈登的人呢？？？,Wed Oct 31 11:22:37 +0800 2018,3941064606,爱豆营业厅
4301144119480237,想飞上天和太阳肩并肩，对啊只能是火箭嘛[doge][doge][doge],Wed Oct 31 11:22:12 +0800 2018,2008955601,有为青年小胖一生忠于蓝
4301143892297855,安东尼不适合火箭,Wed Oct 31 11:21:19 +0800 2018,2030773087,呵呵花线路
4301143850746558,火箭深情怀念姚明，可惜中国姚明上场时间有点短，8秒2分，按照单位时间换算，一个中国姚明打花nba29支球队！,Wed Oct 31 11:21:07 +0800 2018,6168269052,从荒凉走进绿洲
4301143401857048,遭雪藏高效难救主，周琦难掩一脸落寞，火箭路在何方？,Wed Oct 31 11:19:21 +0800 2018,1980314151,聚讯
4301143116768266,保罗的合同真的太大了，锁死了未来几年火箭的引援，看着吧，哈登几年巅峰期会被保罗耗完的,Wed Oct 31 11:18:13 +0800 2018,1281067331,凹凸Man烤怪兽
4301142692762650,换个队吧，火箭三节就花了，最后一分不到才上场，这是锻炼?,Wed Oct 31 11:16:33 +0800 2018,1417833967,往事无忧007_njr
4301141842550052,在火箭，下一秒你就可能会被摆上货架,Wed Oct 31 11:13:09 +0800 2018,2586221051,XxxX-hhhym
4301141133174822,周琦在终场前还剩57秒登场亮相，他上来后就完成一记暴扣，最终火箭在周琦的带领下，以85-104惜败开拓者，遭遇主场四连败。小编只能感慨此前安炮组合挖坑太大，德安东尼教练用人存在问题，导致周琦上场时间不足，直接导致比赛后期失去悬念。[允悲][允悲][允悲],Wed Oct 31 11:10:20 +0800 2018,2927072151,农民进城工
4301140436490917,火箭是不是到现在就赢了个湖人....,Wed Oct 31 11:07:34 +0800 2018,5483965735,奶磕拖孩
4301140239342308,希望我雷暴打火箭[吃瓜],Wed Oct 31 11:06:47 +0800 2018,5337263422,一个努力的人丶丶丶
4301140042192786,火箭稳啊,Wed Oct 31 11:05:59 +0800 2018,2497582882,TEsuk
4301139865971199,[思考][思考][思考]火箭🚀，，，，，应该后面会好的。,Wed Oct 31 11:05:19 +0800 2018,5736706403,有素质的橘子
4301139849869306,火箭现在只赢过总冠军[doge],Wed Oct 31 11:05:14 +0800 2018,2423251577,李阳Taki
4301139304799924,"火箭打的很好啊！才输了19分,20分以下算赢！[耶]",Wed Oct 31 11:03:04 +0800 2018,5025638178,第1的感觉
4301139090320766,为什么火箭换不到巴特勒，少了大魔王这个大的砝码,Wed Oct 31 11:02:13 +0800 2018,5625761543,Di调sundi
4301138490461354,这赛季看火箭球，就像在看假球。多点耐心吧！希望火箭能逐渐加满油。,Wed Oct 31 10:59:50 +0800 2018,1516762385,境渡之末
4301138478251717,从前以为失去谁都不重要，照样能活的精彩，结果骑士失去詹姆斯，常规赛一直败到现在，火箭失去哈登，三节才得48分，哎！我要去找回失去的朋友了，不听这种鬼话了。,Wed Oct 31 10:59:47 +0800 2018,3509143601,南城舊梦离故人
4301138465910904,没哈登火箭就酱了？,Wed Oct 31 10:59:44 +0800 2018,6135090573,LLinOw
4301138201402843,回复@Despair以后:去火箭耽误了，就该去弱队锻炼，出场时间都没有玩个🐔,Wed Oct 31 10:58:40 +0800 2018,6031966920,只愿做一只小透明
4301138041801258,火箭那套死亡五小送人头 我都怀疑打假球,Wed Oct 31 10:58:03 +0800 2018,2513867555,熊爸-
4301136552455902,回复@平地-惊雷:火箭：反正我不是狗[二哈],Wed Oct 31 10:52:08 +0800 2018,2066316995,Winter是谁
4301136272139420,回复@ColdcoldWinter:火箭是牵完雷霆牵奇才啊[允悲],Wed Oct 31 10:51:01 +0800 2018,5146679469,勒布朗l詹姆斯
4301135990604237,奇才 火箭 [doge]这两个大神,Wed Oct 31 10:49:54 +0800 2018,2861817892,猫腻了吗
4301135752113533,周琦带领火箭逆转比赛？？？？,Wed Oct 31 10:48:56 +0800 2018,5309042659,铁道以东我最帅
4301135479679654,给周琦多一些机会，周琦很需要磨练，火箭一直跟中国有缘，希望周琦加油！,Wed Oct 31 10:47:51 +0800 2018,1219182541,老叟看资讯
4301135445552248,东奇才西火箭,Wed Oct 31 10:47:43 +0800 2018,1698814623,一_个旅人
4301135302565655,火箭这赛季是怎么了？,Wed Oct 31 10:47:11 +0800 2018,2749408063,钱梓宇
4301135101669560,回复@杨雨灵Miuda:反正不是我，但是这个进球也算是给中国的火箭球迷一个唯一的安慰吧,Wed Oct 31 10:46:21 +0800 2018,5774605833,Jack-小鸥的迷弟
4301135043361011,比火箭强。,Wed Oct 31 10:46:08 +0800 2018,1781079460,村言贾语
4301134879328266,回复@Jack-葛桓:谁说的周琦上场火箭就赢的,Wed Oct 31 10:45:29 +0800 2018,6072484432,杨雨灵
4301134853962450,看来不是勇士太强，是其他球队太弱了。 赛季初多少人看好火箭勇士五五开。,Wed Oct 31 10:45:23 +0800 2018,1924992195,大肚腩ii
4301134791891589,火箭今年搞飞机哟……[鄙视][鄙视],Wed Oct 31 10:45:08 +0800 2018,6211950879,风之美0
4301134607093208,不管你是勇士 火箭 湖人  还是雷霆球迷 但是只要你不喜欢贝弗利 那咋们就是一路人  脏比 就想毁威少职业生涯[怒骂][怒骂][怒骂],Wed Oct 31 10:44:24 +0800 2018,6043126613,鞠婧祎啊啊啊啊
4301134472447518,火箭牛逼 火箭总冠军,Wed Oct 31 10:43:52 +0800 2018,1917521267,sunmamabeach
4301134010830550,只有烂火箭在挨揍[允悲],Wed Oct 31 10:42:02 +0800 2018,5317260481,hfdthvdrthhgft
4301134002332985,火箭突然一下把球打成这个熊样  咋整,Wed Oct 31 10:42:01 +0800 2018,2475016245,LK_白衬衫
4301133788501496,奇才火箭手牵手，谁先赢球谁是狗[二哈][二哈],Wed Oct 31 10:41:08 +0800 2018,2066316995,Winter是谁
4301133754768029,比火箭好,Wed Oct 31 10:41:02 +0800 2018,2837214694,左尔又木
4301133583366407,奇才火箭状元之争,Wed Oct 31 10:40:19 +0800 2018,5748839786,谁说哈哈哈哈
4301133398438929,压力来到了火箭奇才这边[doge],Wed Oct 31 10:39:36 +0800 2018,6459814032,喷火大叔
4301133339904376,只有火箭在挨揍,Wed Oct 31 10:39:22 +0800 2018,5317260481,hfdthvdrthhgft
4301133285306760,没周琦谁还会看火箭,Wed Oct 31 10:39:09 +0800 2018,6066315281,风卷残纱
4301133188571125,火箭这下完了,Wed Oct 31 10:38:47 +0800 2018,2949439193,玖号先笙
4301133139149236,看到奇才想到火箭 加油吧兄弟俩,Wed Oct 31 10:38:33 +0800 2018,6510774653,篮球村
4301132711119251,奇才火箭难兄难弟,Wed Oct 31 10:36:52 +0800 2018,6459814032,喷火大叔
4301132698480484,本赛季火箭攻防失衡太严重，只能等巴特勒了,Wed Oct 31 10:36:48 +0800 2018,6062316790,南苟nangou
4301132648380476,火箭完了,Wed Oct 31 10:36:36 +0800 2018,6183819984,博朗云海
4301132442548008,恭喜火箭大四喜,Wed Oct 31 10:35:48 +0800 2018,1751981605,左右看看
4301132341252429,简直不敢相信这是上赛季联盟第一的火箭。。。。,Wed Oct 31 10:35:25 +0800 2018,5871921802,Elaine_瑄瑄
